title,label
Donald Trump featured in new jihadist recruitment video,real
MoveOn.org Political Action: 10 things to know about McCain,real
More Czars Than the Romanovs,real
Crime in Chicago: Explore your community,real
Country of Origin Labeling (COOL),real
Keeping His Word: Lowering the Cost of Medicare Prescriptions,real
"Nancy Pelosi, Wicked Witch of the West",real
3/8/14 Sen. Rob Portman (R-OH) delivers Weekly GOP Address on American jobs,real
U.S. Relations With United Kingdom,real
Fox News Sunday,real
Joint DHS and ODNI Election Security Statement,real
Rand Paul: Will Donald Trump betray voters by hiring John Bolton?,real
Remarks on counterterrorism at Stanford University,real
Families Facing Tax Increases Under Trump's Tax Plan,real
CQ.com,real
Rebooting: You and your doctor under Obamacare,real
Let’s Not Be Civil - The New York Times,real
Statement by the President,real
Children - Obama for America TV Ad,real
Infrastructure Report Card 2005,real
john.he.is,real
,real
Expanding Opportunity — #KempForum16,real
U.S. Senate: U.S. Senate Roll Call Votes 105th Congress,real
Obama Promises Abortion in Public Plan,real
LexisNexis(R) Publisher,real
"For Education Secretary, Stimulus Means Dollars and Risk",real
Should ISIS' gains lead to more U.S. troops in Iraq?,real
Barack Obama says U.S. oil production last year was highest since 2003,real
Sen. Barack Obama's answer to meeting energy demands,real
,real
Transcript: Vice Presidential Debate,real
The Daily Show with Trevor Noah - Season 27 - TV Series,real
"Obama for America TV Ad: ""Firms""",real
Focus Action: March 2008 Action Update,real
Congress: Job Ratings,real
Redirect Notice,real
Sasse Statement on Trade War,real
Transcript of Wednesday's presidential debate,real
Estonia Might Have The Most Efficient Tax Filing System In The World,real
Transcripts,real
CQ.com,real
"U.S. considers 3,000 more troops for Afghanistan",real
"Table of Known Nuclear Tests Worldwide, 1945-1996",real
Palin tries new tactic to unload hated jet: Gov. Sarah Palin background,real
CQ.com,real
Hillary Clinton Remarks at National Urban League Conference,real
Updated: The Facts About Hillary Clinton’s Emails,real
,real
One in Four,real
,real
Donald J. Trump on the Stakes of the Election,real
"UN Refugee Agency welcomes arrival of 10,000th Syrian refugee resettled to United States",real
MoveOn.org Political Action: 10 things to know about McCain,real
The Colbert Report - Season 11 - TV Series,real
It’s Time for the Senate to Do Its Job,real
Watch a replay of Fox News' 5 p.m. presidential debate,real
Notice: Data not available: U.S. Bureau of Labor Statistics,real
The Democratic Debate in Cleveland,real
The Des Moines Register,real
"CNN's Don Lemon: Bill O'Reilly's Criticism Of Black Community ""Doesn't Go Far Enough""",real
McCain: McSame as Bush,real
"Department of Homeland Security Appropriations Act, 2007 (2006; 109th Congress H.R. 5441)",real
FOXNews.com - Transcript: Bob Barr on 'FOX News Sunday' - FOX News Sunday,real
The Dinosaur Hunter,real
,real
CES (National) : U.S. Bureau of Labor Statistics,real
H1N1 vaccinations to be offered to Guantanamo Bay detainees,real
Sen. Gregg: President Obama's Budget Proposal Is a 'Disaster' - Greta Van Susteren,real
- YouTube,real
The Wave,real
WATCH LIVE: Tim Kaine and Corey Stewart meet for first U.S. Senate debate in Virginia,real
Barack Obama says U.S. oil production last year was highest since 2003,real
"Budget of the United States Government, FY 2008",real
"'This Week' Transcript: Hoyer, Boehner and Bill Gates",real
,real
John McCain for President,real
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",real
,real
Has the potency of pot changed since President Obama was in high school?,real
House GOP Introduces Keep Terrorists Out of America Act,real
A Senate in the Gun Lobby’s Grip - The New York Times,real
"Switchboard, from NRDC :: Barbara Finamore's Blog :: China’s Carbon Intensity Target",real
Teamsters Tout ANWR on Capitol Hill,real
Are you a robot?,real
"Hannity says Obama won't even use the term ""war on terrorism""",real
Sanders Supports Gun Safety Bill,real
VIDEO: Special Preview Of Jersey Shore In Miami!,real
Barack Obama’s Remarks in St. Paul,real
,real
Kinetiq Clip Player,real
"Bill Clinton on Rush Limbaugh, His Own Mistakes, the Supreme Court, Middle East Peace",real
The Democratic Debate in Cleveland,real
"Most heroin in U.S. now comes across Mexican border, Rob Portman says",real
"Politics, Policy, Political News",real
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",real
Remarks by the President at AFL CIO Labor Day Picnic,real
State of the Union 2013,real
Florida Democrats Ask HHS to Protect Floridians from High Insurance Premiums in Marketplace,real
Warren Buffett says the super-rich pay lower tax rates than others,real
Summing Summertime: Part 4,real
Donald Trump Sets Conditions for Defending NATO Allies Against Attack,real
Inquiry Sought in Hillary Clinton’s Use of Email,real
U.S. Senator Lamar Alexander,real
Top Presidential Candidate 2008 Websites,real
ABC News: ABC News,real
TPMtv Extra: South Carolina Ronald Reagan Debate,real
,real
Political Figures: C (2),real
- YouTube,real
Political TV Ad Archive » PolAd,real
,real
LexisNexis(R) Publisher,real
"""New Energy"" Ad",real
05/27/99 Committee on the Judiciary,real
"Everything you need to know about the drone debate, in one FAQ",real
LexisNexis(R) Publisher,real
DocumentCloud,real
U.S. Department of Education Budget History,real
U.S. Senate: U.S. Senate Roll Call Votes 103rd Congress,real
"President Trump in Moon Township, Pennsylvania",real
U.S. Energy Information Administration (EIA),real
Resource Not Available,real
"9/11 families, others rally in favor of NYC mosque",real
Israel should welcome Rouhani's election victory,real
Hillary Clinton says guns exceed next nine categories as leading cause of death for young black men,real
"NRA President David Keene Rejects White House Gun Control Approach | PBS NewsHour | Jan. 15, 2013",real
Donald Trump exaggerates when he says China has 'total control' over North Korea,real
“Dictionary” on President Obama’s Health Care Taxes,real
"Briefing by White House Press Secretary Robert Gibbs, 9/10/09",real
Remarks by President Trump in a Listening Session on Healthcare,real
Obama’s Prime-Time Press Briefing,real
"HuffPost - Breaking News, U.S. and World News",real
,real
Planned Parenthood® Action Center,real
,real
"Sam Graham-Felsen's Blog: Senator Obama's Remarks at VFW National Convention in Orlando, FL",real
- YouTube,real
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",real
,real
25th Amendment,real
Critical Mention,real
,real
Bernie Sanders Official Website,real
"Trump asking Congress, not Mexico, to pay for border wall",real
The Colbert Report - Season 11 - TV Series,real
"Ryan's plan includes $700 billion in Medicare ""cuts,"" says Stephanie Cutter",real
Remarks by the President on a New Strategy for Afghanistan and Pakistan,real
CQ.com,real
CQ.com,real
Ted Cruz' Full 'Meet the Press' Interview,real
Philando Castile Had Been Stopped 52 Times By Police,real
Public Citizen,real
Clinton's Lead Over Trump Shrinks to 3 Points: New NBC News/WSJ Poll,real
'This Week' Transcript: Geithner,real
Hillary Clinton Transcript: Building the ‘Growth and Fairness Economy’,real
,real
Missing Teen-Ager Found in New Jersey,real
"Remarks by the President on the Economy -- Knox College, Galesburg, IL",real
RAW DATA: Dick Cheney's Remarks to the Center for Security Policy,real
Senator Schumer on 2014 Midterm Elections,real
China's Space Threat: How Missiles Could Target U.S. Satellites,real
'This Week' Transcript: Geithner,real
Full text: Jeff Flake on Trump speech transcript,real
Democratic National Convention,real
"Letter to the Honorable John Boehner providing an estimate for H.R. 6079, the Repeal of Obamacare Act",real
"3rd Democratic debate transcript, annotated: Who said what and what it meant",real
"Senator Biden’s Remarks in Springfield, Ill.",real
,real
Topic A: How Can President Obama Regain His Political Footing?,real
Change We Can Believe In,real
SECRET VIDEO: Romney Tells Millionaire Donors What He REALLY Thinks of Obama Voters,real
Did Bernie Sanders vote against background checks and waiting periods for gun purchases?,real
,real
Interest Group Ratings,real
Strong Words in Ohio as Obama and Clinton Press On,real
Pledge of Allegiance E-mail,real
NobelPrize.org,real
,real
Bureau of Labor Statistics Data,real
Congressman Allen West : Final Weekly Wrapup,real
EXECUTIVE ORDER: PROTECTING THE NATION FROM FOREIGN TERRORIST ENTRY INTO THE UNITED STATES,real
School Choice FAQ,real
"'This Week' Transcript: Madeleine Albright, Sen. Lindsey Graham, Sen. Kent Conrad and David Cote",real
2007 Kaiser/HRET Employer Health Benefits Survey,real
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",real
U.S. Senator Rand Paul of Kentucky,real
The Fact Hub,real
LexisNexis(R) Publisher,real
,real
Hillary Clinton Transcript: Read Full Text of Clinton Campaign Launch,real
"'This Week' Transcript: Goolsbee, Brown & Corker",real
"Ad says Obama apologized, showed weakness on Iran",real
CPAC 2013 - Former Governor Sarah Palin (R-AK),real
- YouTube,real
McCain in Colorado,real
Transcripts,real
"Transcript of second McCain, Obama debate",real
Popular baby names,real
Resource Not Available,real
Remarks by the President in Twitter Town Hall,real
Obama knows his way around a ballot -- chicagotribune.com,real
Transcript: Interview with Donald Trump,real
"Current-Law Distribution of Federal Taxes By Cash Income Percentiles, 2007",real
Change We Can Believe In,real
CQ.com,real
2008 Presidential Election,real
,real
,real
CQ.com,real
"Joni Ernst ""Promises"" Ad",real
"Remarks by the President on the Economy -- Knox College, Galesburg, IL",real
"Hillary Rodham Clinton, Senator for New York: Schumer, Clinton Announce Key Senate Panel Approves Over $1.3 Million for Labor, Health and Human Services Projects in the Hudson Valley",real
Justice Department Memos on Interrogation Techniques,real
Electronic Code of Federal Regulations (eCFR),real
Justices 1789 to Present,real
- YouTube,real
Morgan Griffith says EPA treats milk spills same way as oil spills,real
"Transcript: The Democratic debate in Milwaukee, annotated",real
"The first Trump-Clinton presidential debate transcript, annotated",real
Alaska State Legislature,real
- YouTube,real
,real
Social Security Online History Pages,real
Laura Ingraham wrongly says claim that 90% support for gun background checks has been debunked,real
Remarks by the President on Oil and Gas Subsidies,real
John McCain for President,real
2007 Federal Tax Rate Schedules,real
"Earmark reform? 2009 spending bill contains 9,000 of them",real
An Open Letter to 'All Barack Channel' - Greta Van Susteren,real
Sale of the Etch A Sketch Brand,real
,real
"Amanda Scott's Blog: Senator Obama in Golden, CO: Confronting an Economic Crisis",real
,real
,real
AFP: McCain renews attacks on Obama links to radical,real
The CNN Democratic presidential debate in Texas,real
,real
,real
Forget Kiev. The Real Fight Will Be for Crimea | Opinion,real
Administration Is Seeking $700 Billion for Wall Street,real
Page Not Found,real
"Author Offers Insights on Slavery, the Capitol, and Obama's Inauguration",real
BarackObama.com,real
www.fedupthebook.com,real
"""Face the Nation"" transcripts, August 26, 2012: Rubio, Priebus, Barbour, Blackburn",real
TG-162: Treasury Announces $68 Billion in Expected CPP Repayments,real
NFIB,real
Full Interview Transcript: President Barack Obama,real
- YouTube,real
Obamacare vs. the Catholic bishops,real
